Player,Nation,Pos,Age,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,Team,total_points,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,selected_by_percent,now_cost,element_type
Morgan Rogers,eng ENG,"MF,FW",21.0,8,638.0,7.1,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.4,1.4,0.6,22.0,28.0,30.0,0.42,0.14,0.42,0.56,0.19,0.09,0.28,0.19,AstonVilla,35,13,118.4,177.8,150.0,0,114,44.5,2,0.0,50,MID
Robin Olsen,se SWE,GK,33.0,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,17,13,0.0,194.6,0.0,3,107,19.5,0,0.6,39,GK
Jhon Durán,co COL,"FW,MF",19.0,3,475.0,5.3,5.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,2.0,0.3,9.0,9.0,25.0,0.95,0.0,0.95,0.95,0.38,0.06,0.44,0.38,AstonVilla,50,12,55.2,190.2,165.0,7,162,40.2,0,0.2,50,FWD
Tim Iroegbunam,eng ENG,MF,20.0,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,10,7,4.0,18.6,0.0,0,29,2.1,0,0.0,44,MID
Calum Chambers,eng ENG,"MF,DF",28.0,1,152.0,1.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.59,0.0,0.59,0.0,0.06,0.06,0.0,AstonVilla,6,6,12.2,39.0,0.0,0,37,5.1,0,2.2,38,DEF
Leander Dendoncker,be BEL,MF,28.0,1,119.0,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,3.0,2.0,0.76,0.0,0.76,0.76,0.56,0.0,0.56,0.56,AstonVilla,20,3,3.9,59.2,37.0,3,64,10.0,0,0.0,49,MID
Tyrone Mings,eng ENG,DF,30.0,1,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,AstonVilla,0,2,13.0,3.6,5.0,0,5,2.2,0,1.0,41,DEF
Omari Kellyman,eng ENG,FW,17.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,AstonVilla,2,1,0.5,2.6,2.0,0,6,0.5,0,0.0,45,MID
Bertrand Traoré,bf BFA,"DF,FW",27.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,2,0,0.0,3.0,0.0,0,6,0.3,0,0.0,50,MID
Cameron Archer,eng ENG,MF,22.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,82,50,309.3,266.0,353.0,9,241,92.8,2,3.4,42,FWD
Kaine Kesler-Hayden,eng ENG,"MF,DF",20.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,3,0,0.0,0.0,0.0,0,9,0.0,0,0.0,40,DEF
Finley Munroe,eng ENG,MF,18.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,1,0,1.0,0.0,0.0,0,3,0.1,0,0.0,40,DEF
Lander Emery,eng ENG,GK,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Joe Gauci,au AUS,GK,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,39,GK
Tommi O'Reilly,eng ENG,MF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Sam Proctor,eng ENG,GK,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
James Wright,eng ENG,GK,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Kadan Young,eng ENG,MF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Oliwier Zych,pl POL,GK,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AstonVilla,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Guglielmo Vicario,it ITA,GK,26.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,112,61,0.0,974.2,0.0,9,730,97.4,7,9.4,53,GK
Pedro Porro,es ESP,DF,23.0,35,3089.0,34.3,3.0,7.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,7.2,57.0,194.0,158.0,0.09,0.2,0.09,0.29,0.09,0.21,0.3,0.09,TottenhamHotspur,136,54,877.4,839.0,365.0,20,720,208.5,7,22.4,59,DEF
Son Heung-min,kr KOR,FW,31.0,34,2934.0,32.6,17.0,10.0,15.0,2.0,2.0,1.0,0.0,12.0,10.4,11.8,119.0,139.0,325.0,0.52,0.31,0.46,0.77,0.37,0.36,0.73,0.32,TottenhamHotspur,213,51,921.9,993.2,1131.0,25,707,304.7,8,34.4,100,MID
Cristian Romero,ar ARG,DF,25.0,33,2790.0,31.0,5.0,0.0,5.0,0.0,0.0,7.0,1.0,3.5,3.5,0.4,32.0,179.0,8.0,0.16,0.0,0.16,0.16,0.11,0.01,0.13,0.11,TottenhamHotspur,107,46,161.9,841.8,252.0,15,591,125.9,7,12.2,51,DEF
Dejan Kulusevski,se SWE,"FW,MF",23.0,31,2762.0,30.7,8.0,3.0,8.0,0.0,0.0,7.0,0.0,4.7,4.7,7.7,151.0,144.0,388.0,0.26,0.1,0.26,0.36,0.15,0.25,0.4,0.15,TottenhamHotspur,130,46,950.4,698.8,953.0,14,463,260.1,8,2.1,67,MID
Destiny Udogie,it ITA,DF,20.0,28,2391.0,26.6,2.0,3.0,2.0,0.0,0.0,7.0,1.0,2.4,2.4,2.2,83.0,155.0,138.0,0.08,0.11,0.08,0.19,0.09,0.08,0.17,0.09,TottenhamHotspur,79,43,357.9,534.8,279.0,8,402,117.3,5,5.2,49,DEF
Micky van de Ven,nl NED,DF,22.0,27,2339.0,26.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.6,0.6,0.0,19.0,108.0,9.0,0.12,0.0,0.12,0.12,0.02,0.0,0.02,0.02,TottenhamHotspur,81,38,56.7,561.6,85.0,10,501,70.5,5,3.7,44,DEF
Pape Matar Sarr,sn SEN,MF,20.0,27,2069.0,23.0,3.0,3.0,3.0,0.0,0.0,9.0,0.0,3.4,3.4,2.2,43.0,150.0,90.0,0.13,0.13,0.13,0.26,0.15,0.1,0.25,0.15,TottenhamHotspur,86,27,373.3,406.0,317.0,4,397,110.2,9,1.6,44,MID
James Maddison,eng ENG,MF,26.0,26,2135.0,23.7,4.0,9.0,4.0,0.0,0.0,5.0,0.0,6.4,6.4,5.9,58.0,224.0,156.0,0.17,0.38,0.17,0.55,0.27,0.25,0.52,0.27,TottenhamHotspur,117,31,979.5,630.4,605.0,9,495,221.4,7,10.0,78,MID
Yves Bissouma,ml MLI,MF,26.0,26,2068.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.4,1.4,0.4,43.0,169.0,13.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,TottenhamHotspur,44,35,279.4,403.0,140.0,0,315,82.3,7,0.3,50,MID
Brennan Johnson,wls WAL,FW,22.0,23,2085.0,23.2,5.0,10.0,5.0,0.0,0.0,3.0,0.0,10.3,10.3,8.1,97.0,72.0,293.0,0.22,0.43,0.22,0.65,0.44,0.35,0.79,0.44,TottenhamHotspur,131,42,624.3,554.4,782.0,9,397,196.3,5,2.0,58,MID
Rodrigo Bentancur,uy URU,MF,26.0,13,1005.0,11.2,1.0,1.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,0.5,16.0,72.0,31.0,0.09,0.09,0.09,0.18,0.17,0.04,0.22,0.17,TottenhamHotspur,32,25,174.9,193.0,156.0,0,153,52.1,1,0.0,54,MID
Ben Davies,wls WAL,DF,30.0,12,1090.0,12.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.4,13.0,71.0,20.0,0.08,0.0,0.08,0.08,0.19,0.03,0.23,0.19,TottenhamHotspur,34,21,81.0,294.8,124.0,0,216,50.3,1,0.4,43,DEF
Timo Werner,de GER,FW,27.0,10,809.0,9.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,3.7,3.7,2.7,79.0,41.0,124.0,0.22,0.33,0.22,0.56,0.41,0.3,0.72,0.41,TottenhamHotspur,46,16,239.0,179.0,305.0,5,173,72.3,0,0.5,63,FWD
Oliver Skipp,eng ENG,"MF,DF",22.0,5,707.0,7.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,8.0,37.0,25.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,TottenhamHotspur,22,17,126.2,92.0,65.0,0,105,28.1,0,0.1,45,MID
Giovani Lo Celso,ar ARG,MF,27.0,4,506.0,5.6,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.9,25.0,68.0,29.0,0.36,0.36,0.36,0.71,0.1,0.34,0.45,0.1,TottenhamHotspur,47,12,262.8,225.8,110.0,6,189,60.0,1,0.1,48,MID
Manor Solomon,il ISR,FW,24.0,2,199.0,2.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,17.0,11.0,44.0,0.0,0.9,0.0,0.9,0.19,0.38,0.56,0.19,TottenhamHotspur,14,2,144.3,73.4,61.0,2,53,28.0,0,0.1,51,MID
Eric Dier,eng ENG,DF,29.0,1,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,2,8,1.0,55.8,4.0,0,31,6.0,0,0.3,42,DEF
Ivan Perišić,hr CRO,FW,34.0,0,103.0,1.1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,15.0,9.0,17.0,0.0,0.87,0.0,0.87,0.1,0.75,0.85,0.1,TottenhamHotspur,6,1,71.2,41.6,27.0,0,34,14.0,0,0.7,47,DEF
Davinson Sánchez,co COL,DF,27.0,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,TottenhamHotspur,0,2,5.0,17.0,4.0,0,9,2.6,0,0.1,44,DEF
Alejo Véliz,ar ARG,FW,19.0,0,50.0,0.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,3.0,1.8,0.0,1.8,1.8,0.45,0.0,0.45,0.45,TottenhamHotspur,11,2,0.9,35.2,29.0,0,40,6.5,0,0.1,54,FWD
Dane Scarlett,eng ENG,FW,19.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,4,0,0.4,2.0,6.0,0,10,0.8,0,0.1,45,FWD
Mikey Moore,eng ENG,MF,15.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,2,0,0.5,1.0,0.0,0,4,0.1,0,0.0,45,MID
Jamie Donley,eng ENG,FW,18.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,2,1,0.0,3.0,0.0,0,3,0.3,0,0.1,45,FWD
Brandon Austin,eng ENG,GK,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,0,0,0.0,0.0,0.0,0,0,0.0,0,0.2,39,GK
Alfie Dorrington,eng ENG,DF,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Fraser Forster,eng ENG,GK,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,0,0,0.0,0.0,0.0,0,0,0.0,0,1.6,38,GK
Tyrese Hall,eng ENG,MF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Ashley Phillips,wls WAL,DF,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,0,0,0.0,0.0,0.0,0,0,0.0,0,0.1,40,DEF
Alfie Whiteman,eng ENG,GK,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TottenhamHotspur,0,0,0.0,0.0,0.0,0,0,0.0,0,0.2,39,GK
Conor Gallagher,eng ENG,MF,23.0,37,3128.0,34.8,5.0,7.0,5.0,0.0,0.0,9.0,1.0,4.2,4.2,5.0,62.0,172.0,122.0,0.14,0.2,0.14,0.35,0.12,0.15,0.27,0.12,Chelsea,129,56,821.5,754.8,401.0,10,618,197.4,8,1.7,54,MID
Nicolas Jackson,sn SEN,FW,22.0,31,2799.0,31.1,14.0,5.0,14.0,0.0,0.0,10.0,0.0,18.6,18.6,4.3,70.0,67.0,200.0,0.45,0.16,0.45,0.61,0.6,0.14,0.74,0.6,Chelsea,142,48,501.7,783.8,1098.0,12,479,237.7,9,17.9,70,FWD
Cole Palmer,eng ENG,"FW,MF",21.0,29,2607.0,29.0,22.0,11.0,13.0,9.0,9.0,7.0,0.0,18.2,11.1,11.1,117.0,197.0,195.0,0.76,0.38,0.45,0.83,0.63,0.38,1.01,0.38,Chelsea,244,46,1022.5,1240.2,1016.0,32,844,327.8,7,51.3,63,MID
Axel Disasi,fr FRA,DF,25.0,29,2579.0,28.7,2.0,0.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,30.0,112.0,21.0,0.07,0.0,0.07,0.07,0.08,0.01,0.09,0.08,Chelsea,71,50,105.5,573.2,172.0,6,468,85.1,5,3.4,49,DEF
Enzo Fernández,ar ARG,MF,22.0,26,2209.0,24.5,3.0,2.0,2.0,1.0,2.0,7.0,0.0,6.2,4.6,3.4,52.0,210.0,54.0,0.12,0.08,0.08,0.16,0.25,0.14,0.39,0.19,Chelsea,77,47,567.7,527.2,369.0,4,369,146.3,5,1.9,48,MID
Đorđe Petrović,rs SRB,GK,23.0,22,1987.0,22.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,71,38,0.0,567.8,0.0,5,414,56.8,5,8.4,47,GK
Raheem Sterling,eng ENG,"FW,MF",28.0,22,1978.0,22.0,8.0,4.0,8.0,0.0,0.0,7.0,0.0,6.5,6.5,4.5,120.0,78.0,242.0,0.36,0.18,0.36,0.55,0.29,0.2,0.5,0.29,Chelsea,123,38,473.7,502.8,747.0,8,323,172.1,5,4.8,68,MID
Levi Colwill,eng ENG,DF,20.0,20,1797.0,20.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,23.0,73.0,27.0,0.05,0.05,0.05,0.1,0.06,0.06,0.12,0.06,Chelsea,65,26,113.2,394.6,163.0,4,355,67.2,5,2.1,46,DEF
Malo Gusto,fr FRA,DF,20.0,19,1751.0,19.5,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,78.0,86.0,135.0,0.0,0.31,0.0,0.31,0.05,0.22,0.27,0.05,Chelsea,74,28,494.8,434.8,174.0,10,409,110.4,5,8.2,43,DEF
Mykhailo Mudryk,ua UKR,FW,22.0,18,1576.0,17.5,5.0,2.0,5.0,0.0,0.0,5.0,0.0,4.4,4.4,4.1,92.0,45.0,139.0,0.29,0.11,0.29,0.4,0.25,0.23,0.48,0.25,Chelsea,94,28,457.5,347.2,420.0,5,291,122.4,7,0.9,63,MID
Robert Sánchez,es ESP,GK,25.0,16,1433.0,15.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,59,25,0.1,450.6,0.0,7,317,45.2,3,2.2,45,GK
Benoît Badiashile,fr FRA,DF,22.0,15,1338.0,14.9,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.5,3.0,46.0,3.0,0.0,0.07,0.0,0.07,0.02,0.1,0.12,0.02,Chelsea,35,31,87.4,336.4,51.0,4,267,47.5,3,0.3,44,DEF
Noni Madueke,eng ENG,FW,21.0,13,1053.0,11.7,5.0,2.0,4.0,1.0,1.0,2.0,0.0,2.5,1.7,2.6,76.0,52.0,136.0,0.43,0.17,0.34,0.51,0.21,0.23,0.44,0.14,Chelsea,76,19,287.5,341.6,401.0,7,253,102.8,4,1.2,53,MID
Trevoh Chalobah,eng ENG,DF,24.0,10,952.0,10.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,5.0,31.0,9.0,0.09,0.0,0.09,0.09,0.02,0.01,0.02,0.02,Chelsea,39,14,45.4,250.8,38.0,4,221,33.4,3,2.0,43,DEF
Ben Chilwell,eng ENG,DF,26.0,9,756.0,8.4,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,2.2,22.0,25.0,59.0,0.0,0.12,0.0,0.12,0.14,0.26,0.41,0.14,Chelsea,24,14,212.8,128.4,139.0,2,123,48.0,1,4.7,54,DEF
Armando Broja,al ALB,FW,21.0,6,454.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,0.2,11.0,6.0,37.0,0.2,0.0,0.2,0.2,0.47,0.03,0.5,0.47,Chelsea,35,9,70.3,75.6,152.0,0,72,29.0,3,0.2,49,FWD
Reece James,eng ENG,DF,23.0,5,419.0,4.7,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.3,0.3,1.7,19.0,21.0,35.0,0.0,0.43,0.0,0.43,0.07,0.37,0.44,0.07,Chelsea,11,13,172.1,137.4,61.0,0,106,37.1,0,2.7,53,DEF
Lesley Ugochukwu,fr FRA,MF,19.0,3,301.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,Chelsea,13,6,44.4,60.8,4.0,0,62,10.9,1,0.1,44,MID
Christopher Nkunku,fr FRA,"FW,MF",25.0,2,443.0,4.9,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,0.2,10.0,19.0,35.0,0.61,0.0,0.61,0.61,0.47,0.05,0.52,0.47,Chelsea,29,12,74.5,134.6,222.0,4,96,42.7,0,1.0,72,FWD
Carney Chukwuemeka,eng ENG,"MF,FW",19.0,2,227.0,2.5,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,4.0,12.0,19.0,0.4,0.4,0.4,0.79,0.06,0.13,0.19,0.06,Chelsea,16,5,68.6,78.4,52.0,0,53,19.9,0,1.0,42,MID
Alfie Gilchrist,eng ENG,DF,19.0,2,207.0,2.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,1.0,7.0,4.0,0.43,0.0,0.43,0.43,0.14,0.0,0.14,0.14,Chelsea,20,6,8.6,70.6,33.0,0,67,11.1,1,0.1,40,DEF
Ian Maatsen,nl NED,"FW,MF",21.0,1,209.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,9.0,8.0,15.0,0.0,0.0,0.0,0.0,0.35,0.04,0.39,0.35,Chelsea,11,5,44.8,29.4,29.0,0,24,10.3,0,0.0,51,MID
Cesare Casadei,it ITA,"FW,MF",20.0,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,Chelsea,11,3,27.4,19.8,2.0,0,38,5.1,0,0.0,45,MID
Roméo Lavia,be BEL,MF,19.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,1,0,1.9,3.6,0.0,0,2,0.6,0,0.0,49,MID
Mason Burstow,eng ENG,FW,19.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,2,1,0.6,0.4,2.0,0,6,0.3,0,0.1,45,FWD
Alex Matos,eng ENG,MF,18.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,1,0,0.0,0.0,0.0,0,2,0.0,0,0.0,45,MID
Jimi Tauriainen,eng ENG,FW,19.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,1,0,0.0,0.0,0.0,0,3,0.0,0,0.0,45,MID
Marcus Bettinelli,eng ENG,GK,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,-1,0,0.0,0.0,0.0,0,-3,0.0,0,0.0,40,GK
Eddie Beach,wls WAL,GK,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Lucas Bergström,fi FIN,GK,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,39,GK
Leo Castledine,eng ENG,MF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Ted Curd,eng ENG,GK,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Kiano Dyer,eng ENG,MF,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Tyrique George,eng ENG,FW,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Ollie Harrison,eng ENG,MF,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Bashir Humphreys,eng ENG,DF,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Ishé Samuels-Smith,eng ENG,DF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
